Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Jack Backwards,Main Wall > Steinke Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106486441/jack-backwards,3.3,-1,"TR, Boulder",5.12+ V5 PG13,1,20,43.4273,-89.7192
Jones' Roof,13. Boomtown > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106623008/jones-roof,3.2,-1,Boulder,V4,1,14,43.39653,-89.72373
Merlin,The Realm > Southwest Bluff (Sauk Hill) > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120055326/merlin,3.2,-1,Boulder,V5,1,,43.41321,-89.75761
Drunk and Disorderly,6. Monolith Ridge - West Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107337231/drunk-and-disorderly,3.3,-1,Boulder,V4 R,1,20,43.42157,-89.72367
Brintonâ€™s Arete Left V3/V6 sit,Brinton's Arete > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118600131/brintons-arete-left-v3v6-sit,3.3,-1,Boulder,V5,1,,43.41355,-89.71298
Everclear,Evergreen > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110700206/everclear,3,-1,Boulder,V5,1,22,43.42448,-89.7249
John Dillinger,02. Public Enemy > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111734422/john-dillinger,2.8,-1,Boulder,V4,1,15,43.41649,-89.73747
Chilldo,"Chilldo > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107657187/chilldo,2.8,-1,Boulder,V5,1,,43.42802,-89.73584
High Radiance,Radiance > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118607888/high-radiance,2.9,-1,Boulder,V5,1,,43.42639,-89.72649
The Wave Rider,Wave Rider > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106597769/the-wave-rider,3,-1,Boulder,V5,1,,43.42552,-89.72555
The Hipsters V5,"The Prow (aka Tunder Tighs) > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107121277/the-hipsters-v5,2.6,-1,Boulder,V5,1,15,43.42351,-89.73641
Strawberry Peach Pie,"Peaches > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117808890/strawberry-peach-pie,3,-1,Boulder,V5,1,10,43.42574,-89.73585
The Compressor,08. Hogleg/Anchorpoint > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107214687/the-compressor,3,-1,Boulder,V4,1,,43.41885,-89.737
The Uninviting,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117094198/the-uninviting,3,-1,Boulder,V5,1,15,43.42156,-89.73737
Twist,"Twist > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/111102206/twist,3,-1,Boulder,V5,1,,43.42335,-89.73742
45 Left,17. 45 Degree Boulder > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106510094/45-left,2.8,-1,Boulder,V4,1,,43.41943,-89.73877
Strawberry Jam,"Peaches > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107788719/strawberry-jam,2.5,-1,Boulder,V5-6,1,15,43.42574,-89.73585
Lou Reed Lunge,Lou Reed > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435519/lou-reed-lunge,2.8,-1,Boulder,V4,1,,43.41471,-89.72476
Show Time,Bully > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108385230/show-time,2.4,-1,Boulder,V5,1,,43.40893,-89.73595
Frostbite,3. Goosebumps > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301651/frostbite,3,-1,Boulder,V4,1,12,43.4253,-89.68943
Bald Eagle,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114300462/bald-eagle,3,-1,Boulder,V4 PG13,1,,43.41278,-89.70451
Fully Aroused,Sleepy Time > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107757124/fully-aroused,3,-1,Boulder,V4,1,,43.41242,-89.71198
Widow Maker,The Sideshow > 05. CCC Grottos > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107828363/widow-maker,3,-1,Boulder,V5,1,15,43.41243,-89.71263
The Wizard,Whaler's Rock > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107826224/the-wizard,3,-1,Boulder,V5,1,12,43.41838,-89.72568
Let's play doctor,White Knight > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108114057/lets-play-doctor,2.4,-1,Boulder,V4,1,10,43.40899,-89.73649
Ghostly Grips,Ghost of the Forest > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123158580/ghostly-grips,3.3,-1,Boulder,V5,1,,43.42508,-89.72621
Relic,13. Cleoâ€™s Needle > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117659168/relic,3,-1,Boulder,V4 PG13,1,15,43.41744,-89.73861
Remo's Sacrifice,"The Prow (aka Tunder Tighs) > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107093561/remos-sacrifice,3,-1,Boulder,V4 PG13,1,,43.42351,-89.73641
Ghidorah,Godzilla > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122238754/ghidorah,3,-1,Boulder,V5,1,,43.41696,-89.73786
The Petrified Man,The Sideshow > 05. CCC Grottos > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107548149/the-petrified-man,2.7,-1,Boulder,V4,1,,43.41243,-89.71263
Escargot,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119995247/escargot,3,-1,Boulder,V5,1,,43.4,-89.74329
Prince Ali,2. Jafar > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122038783/prince-ali,3,-1,Boulder,V5,1,,43.41311,-89.70836
Orchestra In Your Head,Whaler's Rock > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119758630/orchestra-in-your-head,3,-1,Boulder,V4,1,18,43.41838,-89.72568
Double Jointed,2. Jafar > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122038776/double-jointed,3,-1,Boulder,V4,1,,43.41311,-89.70836
Buffalo Sauce,Tranquility Pillar > 01. Stettner Rocks > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119639732/buffalo-sauce,3,-1,Boulder,V4,1,15,43.41451,-89.73933
Another Coin in the Wishing Whale,Pete's Pebble > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118607805/another-coin-in-the-wishing-whale,3,-1,Boulder,V4,1,,43.42116,-89.7354
Holy Grail,13. Cleoâ€™s Needle > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119338570/holy-grail,3,-1,Boulder,V5 PG13,1,,43.41744,-89.73861
24 Carat,2. Medallion > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117702004/24-carat,3,-1,Boulder,V4- R,1,,43.42462,-89.68844
Lochness Monster,Pete's Pebble > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118607851/lochness-monster,3,-1,Boulder,V5,1,,43.42116,-89.7354
Overgrown,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114538397/overgrown,3,-1,Boulder,V4,1,,43.41278,-89.70451
Wee Man,Saucer > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112561346/wee-man,3,-1,Boulder,V5,1,,43.42435,-89.72505
No Foot Left Behind,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107946647/no-foot-left-behind,3,-1,Boulder,V5,1,15,43.4,-89.74329
Stanage Arete,"Big Arete > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/111692537/stanage-arete,3,-1,Boulder,V5,1,12,43.42686,-89.73625
River Boulder  2,Skillet Creek Wall (Coyote Canyon) > Skillet Creek > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107130760/river-boulder-2,3,-1,Boulder,V4-,1,12,43.43203,-89.75424
Slab of Doom,Bachelor > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107225874/slab-of-doom,3,-1,Boulder,V4 PG13,1,,43.41298,-89.71274
Twoarete Syndrome,Rebel > Sandstone Area > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107946606/twoarete-syndrome,3,-1,Boulder,V4-5,1,15,43.41291,-89.68632
The Substitute,Mean Gurlz > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109527147/the-substitute,3,-1,Boulder,V5 PG13,1,15,43.422,-89.72445
Not Your Grandmothers Boulder Problem,Levitation (Office Project) > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109581392/not-your-grandmothers-boulder-problem,3,-1,Boulder,V5 X,1,15,43.41929,-89.7259
High Room,"Warbler > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/109059342/high-room,3,-1,Boulder,V4,1,,43.42426,-89.73664
Glory or Death,"Snake Charmer > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107633376/glory-or-death,3,-1,Boulder,V4 PG13,1,,43.42754,-89.73544
Party Hole,Money Maker/ Party Hole > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107757946/party-hole,3,-1,Boulder,V4,1,10,43.42534,-89.72554
Lost in Eden (Crimp Overhang),Bulbous > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435556/lost-in-eden-crimp-overhang,3,-1,Boulder,V5 PG13,1,,43.4145,-89.72334
Passing Through,05. Trail Side Boulder > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122353640/passing-through,3,-1,Boulder,V4 PG13,1,,43.4178,-89.73671
Kvothe,The Realm > Southwest Bluff (Sauk Hill) > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120055358/kvothe,2.8,-1,Boulder,V4,1,,43.41321,-89.75761
In Flux,Flux > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122081138/in-flux,3,-1,Boulder,V4,1,12,43.41264,-89.71206
Pale Blue Dot,"Happy Go Highball > 6.  Happy Go Highball / Hidden Treasure > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/115319763/pale-blue-dot,3,-1,Boulder,V4,1,,43.42472,-89.73707
A Glimpse Beyond the Veil,Bird-Foot Buttress > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115963282/a-glimpse-beyond-the-veil,3,-1,Boulder,V5,1,,43.41264,-89.70638
Serendipity,Magnolia > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122094615/serendipity,3,-1,Boulder,V5,1,,43.42158,-89.7368
Streak Dyno,New Sandstone Bouldering > Sandstone Area > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120589104/streak-dyno,3,-1,Boulder,V5,1,12,43.41126,-89.67923
Right Bower,10. Ace of Spades > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120497354/right-bower,3,-1,Boulder,V5-6,1,,43.41861,-89.73782
Storm Chasers Project,Storm Wrack Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120426673/storm-chasers-project,3,-1,Boulder,V5+,1,10,43.4294,-89.7228
Death of a Traveling Salesman,"Massive Vertigo > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/106591159/death-of-a-traveling-salesman,3,-1,Boulder,V5 X,1,20,43.4237,-89.73655
Bengal Tiger,6. Saber Tooth Boulders > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117544756/bengal-tiger,3,-1,Boulder,V5,1,,43.42551,-89.6984
Edge of the Earth,"2.  Edge of the Earth > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/115319688/edge-of-the-earth,3,-1,Boulder,V5,1,,43.42476,-89.73767
Project,New Sandstone Bouldering > Sandstone Area > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120589081/project,3,-1,Boulder,V4+,1,12,43.41126,-89.67923
Leroy,1. Obzen > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120332947/leroy,3,-1,Boulder,V4,1,,43.41289,-89.71164
Slip and Slide,1. Obzen > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120333014/slip-and-slide,3,-1,Boulder,V5 PG13,1,,43.41289,-89.71164
Scent of Blood,05. Shark Tooth > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117904834/scent-of-blood,3,-1,Boulder,V5,1,,43.404,-89.72462
Ambush Predator,18. Ambush Predator > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120728319/ambush-predator,3,-1,Boulder,V5,1,,43.42213,-89.73841
Ivy League,16. Ivy League > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120724053/ivy-league,3,-1,Boulder,V4+ R,1,,43.41925,-89.73897
Whetstone,"Whetstone > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117932718/whetstone,3,-1,Boulder,V5,1,15,43.42436,-89.73698
Blood Diamond,Winter Blues > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118666203/blood-diamond,3,-1,Boulder,V5 R,1,,43.42621,-89.72622
